Record_ID,State,District,Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Hectare,Rainfall_mm,Temperature_C,Humidity_Percentage,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Farmer_Category,Organic_Farming,Labor_Count,Market_Price_per_Tonne,Production_Cost,Revenue,Profit,Crop_Quality,Region
1245,Bihar,Muzaffarpur,2024,Kharif,Maize,294.99,1162.26,3.94,778.7,31.1,54.5,Black,Drip,49916.03,2234.5,Large,No,25,1864.61,6593234.56,2167161.62,-4426072.94,Excellent,East
1246,Rajasthan,Bikaner,2020,Rabi,Mustard,457.28,690.49,1.51,759.9,38.1,95.8,Red,Sprinkler,68331.46,4621.1,Small,No,1,4370.29,7975677.94,3017641.54,-4958036.4,Average,North
1247,Telangana,Nizamabad,2020,Kharif,Rice,185.28,609.57,3.29,1162.2,40.1,31.6,Red,Drip,10188.43,705.71,Small,No,4,1765.02,5316814.74,1075903.24,-4240911.5,Good,South
1248,Haryana,Rohtak,2022,Rabi,Barley,374.49,891.29,2.38,346.7,39.8,36.2,Alluvial,Drip,37832.11,2908.07,Small,No,1,1842.84,8822062.14,1642504.86,-7179557.28,Average,North
1249,Andhra Pradesh,Nellore,2025,Rabi,Wheat,161.03,637.68,3.96,432.6,33.6,57.4,Red,Rain-fed,26804.25,1861.41,Medium,No,7,2314.34,4696634.05,1475808.33,-3220825.72,Average,South
1250,Uttar Pradesh,Varanasi,2019,Rabi,Potato,365.85,9954.78,27.21,551.3,13.4,64.0,Laterite,Tube Well,60725.6,3532.39,Small,No,4,1422.41,15884201.08,14159778.62,-1724422.46,Excellent,North
1251,Uttar Pradesh,Varanasi,2025,Kharif,Bajra,221.59,471.99,2.13,2247.4,39.4,26.5,Red,Canal,16752.51,996.21,Small,No,1,1478.56,3647818.9,697865.53,-2949953.37,Good,North
1252,Tamil Nadu,Coimbatore,2025,Kharif,Jowar,443.64,585.6,1.32,1104.0,11.9,67.6,Sandy,Rain-fed,45855.73,2379.07,Small,No,3,1505.96,7900656.64,881890.18,-7018766.46,Poor,South
1253,Maharashtra,Aurangabad,2025,Kharif,Pulses,149.5,161.46,1.08,524.0,37.6,63.3,Black,Canal,7560.57,550.08,Small,Yes,2,6340.71,2262790.25,1023771.04,-1239019.21,Good,West
1254,Maharashtra,Aurangabad,2018,Rabi,Wheat,80.68,208.96,2.59,2006.8,15.9,83.7,Red,Canal,11935.21,737.62,Medium,Yes,10,2525.4,2538930.88,527707.58,-2011223.3,Good,West
1255,Odisha,Bhubaneswar,2021,Kharif,Jowar,324.61,753.1,2.32,2241.0,31.0,57.3,Sandy,Tube Well,45088.43,2638.49,Small,No,1,1516.19,3666150.37,1141842.69,-2524307.68,Excellent,East
1256,West Bengal,Kolkata,2018,Kharif,Bajra,228.92,315.91,1.38,1159.0,37.8,83.6,Clay,Tube Well,36012.09,1036.33,Small,No,5,1622.79,4039860.7,512655.59,-3527205.11,Poor,East
1257,Andhra Pradesh,Vijayawada,2022,Zaid,Onion,181.54,3583.6,19.74,1470.6,31.6,47.5,Laterite,Canal,22511.97,1087.19,Small,No,4,1854.67,10034083.88,6646395.41,-3387688.47,Average,South
1258,Telangana,Khammam,2024,Rabi,Onion,423.38,6481.95,15.31,409.0,36.0,81.2,Laterite,Rain-fed,49174.06,4800.92,Small,No,4,1027.98,20581249.14,6663314.96,-13917934.18,Poor,South
1259,Karnataka,Belagavi,2018,Kharif,Maize,109.49,516.79,4.72,2870.6,33.4,96.9,Alluvial,Sprinkler,16450.24,1176.27,Small,No,2,1300.51,3429226.04,672090.56,-2757135.48,Excellent,South
1260,Bihar,Muzaffarpur,2024,Rabi,Onion,342.41,6403.07,18.7,1186.3,20.3,38.1,Sandy,Rain-fed,61171.2,3118.79,Small,No,3,1522.96,19189674.33,9751619.49,-9438054.84,Good,East
1261,Gujarat,Bhavnagar,2024,Rabi,Barley,463.56,1200.62,2.59,2360.3,18.1,22.3,Sandy,Drip,50110.37,3540.15,Medium,No,7,1845.05,7318490.27,2215203.93,-5103286.34,Average,West
1262,Uttar Pradesh,Kanpur,2019,Rabi,Pulses,241.79,188.6,0.78,746.9,12.3,92.6,Black,Rain-fed,34816.73,2065.25,Medium,Yes,11,6254.45,3580343.66,1179589.27,-2400754.39,Good,North
1263,Madhya Pradesh,Indore,2019,Kharif,Jowar,223.73,501.16,2.24,1261.4,11.9,86.2,Alluvial,Rain-fed,25419.05,2018.06,Medium,No,8,2082.84,3304635.98,1043836.09,-2260799.89,Excellent,Central
1264,Andhra Pradesh,Nellore,2018,Kharif,Soybean,465.0,655.65,1.41,420.1,29.1,52.7,Alluvial,Rain-fed,41772.09,4238.69,Medium,No,5,4494.9,12363427.44,2947081.18,-9416346.26,Excellent,South
1265,Haryana,Panipat,2021,Kharif,Pulses,203.78,281.22,1.38,680.3,13.3,67.7,Alluvial,Sprinkler,20950.29,602.8,Large,No,23,6491.71,3685977.58,1825598.69,-1860378.89,Excellent,North
1266,Assam,Nagaon,2019,Rabi,Wheat,263.25,1074.06,4.08,1784.2,30.5,51.4,Red,Canal,14725.15,863.2,Medium,No,10,2394.66,6914277.64,2572008.52,-4342269.12,Average,Northeast
1267,West Bengal,Howrah,2019,Kharif,Groundnut,401.44,694.49,1.73,449.5,39.3,26.2,Sandy,Tube Well,34571.7,2955.54,Medium,Yes,4,5761.47,11650049.31,4001283.3,-7648766.01,Average,East
1268,Rajasthan,Bikaner,2023,Kharif,Jowar,171.53,360.21,2.1,2616.0,33.8,93.4,Sandy,Canal,10538.94,1776.49,Large,No,30,1607.89,3277554.16,579178.06,-2698376.1,Good,North
1269,Assam,Dibrugarh,2019,Kharif,Bajra,35.8,77.69,2.17,1035.7,40.8,25.3,Clay,Sprinkler,5602.34,377.48,Large,No,13,1891.34,712941.86,146938.2,-566003.66,Good,Northeast
1270,Gujarat,Ahmedabad,2019,Rabi,Potato,117.4,2461.88,20.97,383.2,17.3,81.8,Alluvial,Sprinkler,8537.98,522.84,Small,Yes,2,971.85,6352373.22,2392578.08,-3959795.14,Average,West
1271,Telangana,Nizamabad,2018,Kharif,Pulses,348.19,456.13,1.31,1780.0,26.3,70.4,Clay,Canal,41342.85,3217.92,Medium,No,5,6152.26,6392946.54,2806230.35,-3586716.19,Average,South
1272,Rajasthan,Jaipur,2024,Kharif,Groundnut,34.2,76.27,2.23,1464.4,42.7,56.2,Laterite,Drip,1947.46,281.31,Medium,No,6,4958.44,1017684.05,378180.22,-639503.83,Good,North
1273,West Bengal,Durgapur,2019,Rabi,Potato,405.57,8841.43,21.8,812.3,35.7,54.7,Alluvial,Canal,21568.31,2833.74,Medium,No,8,934.56,25479277.08,8262846.82,-17216430.26,Good,East
1274,Odisha,Rourkela,2020,Rabi,Pulses,79.51,98.59,1.24,2286.4,10.3,68.1,Laterite,Rain-fed,7087.94,861.8,Small,No,5,6064.49,1005901.4,597898.07,-408003.33,Good,East
1275,Maharashtra,Pune,2022,Rabi,Wheat,248.0,840.72,3.39,2149.4,41.4,57.4,Alluvial,Sprinkler,38766.0,614.19,Medium,No,4,2105.14,8641245.91,1769833.3,-6871412.61,Average,West
1276,Haryana,Karnal,2018,Rabi,Pulses,159.83,126.27,0.79,2273.1,30.8,34.0,Clay,Drip,11805.15,831.84,Small,No,4,6499.87,3157230.24,820738.58,-2336491.66,Average,North
1277,Madhya Pradesh,Bhopal,2024,Rabi,Wheat,47.34,180.84,3.82,2369.1,16.7,74.1,Sandy,Drip,7085.94,206.45,Small,No,2,1976.43,1269367.22,357417.6,-911949.62,Average,Central
1278,Tamil Nadu,Coimbatore,2022,Kharif,Groundnut,101.58,169.64,1.67,1853.1,43.3,40.6,Laterite,Sprinkler,5521.27,1170.99,Small,No,5,4881.6,2088407.33,828114.62,-1260292.71,Average,South
1279,Bihar,Bhagalpur,2022,Rabi,Maize,125.3,427.27,3.41,1898.6,14.7,46.4,Black,Rain-fed,9730.6,593.96,Medium,No,9,1397.85,3587045.29,597259.37,-2989785.92,Average,East
1280,Assam,Nagaon,2023,Rabi,Barley,439.69,1618.06,3.68,2610.3,18.7,54.2,Sandy,Rain-fed,35031.46,1453.1,Medium,No,11,1702.43,6792338.03,2754633.89,-4037704.14,Excellent,Northeast
1281,Bihar,Darbhanga,2021,Kharif,Rice,381.25,1185.69,3.11,495.5,27.8,56.4,Alluvial,Sprinkler,54724.65,2941.62,Small,No,4,1800.79,14022701.76,2135178.7,-11887523.06,Average,East
1282,Maharashtra,Aurangabad,2018,Kharif,Groundnut,229.33,497.65,2.17,2629.3,40.3,54.7,Black,Canal,36344.01,1796.45,Large,Yes,16,6279.6,7859360.88,3125042.94,-4734317.94,Good,West
1283,Karnataka,Bengaluru,2023,Rabi,Groundnut,414.81,846.21,2.04,100.1,21.9,63.4,Sandy,Rain-fed,71395.27,3545.99,Small,No,3,5344.46,12796086.92,4522535.5,-8273551.42,Good,South
1284,Maharashtra,Nagpur,2023,Rabi,Barley,288.17,907.74,3.15,2977.4,19.7,80.8,Black,Sprinkler,43057.09,1583.15,Medium,No,7,1742.24,5218374.48,1581500.94,-3636873.54,Excellent,West
1285,West Bengal,Durgapur,2020,Zaid,Onion,36.98,771.77,20.87,586.7,21.6,55.7,Alluvial,Canal,5851.26,171.4,Large,No,17,1600.59,2099810.65,1235287.34,-864523.31,Poor,East
1286,Gujarat,Surat,2024,Kharif,Tomato,257.57,8033.61,31.19,2305.7,18.7,71.7,Sandy,Drip,37662.85,1411.29,Medium,Yes,10,1100.13,13580562.36,8838015.37,-4742546.99,Good,West
1287,Haryana,Karnal,2019,Zaid,Tomato,220.2,6359.38,28.88,343.8,38.2,71.9,Black,Sprinkler,28621.17,1440.3,Small,No,4,1297.57,13948861.9,8251740.71,-5697121.19,Average,North
1288,Punjab,Amritsar,2024,Kharif,Soybean,74.19,159.51,2.15,725.3,20.6,42.5,Clay,Tube Well,5649.06,489.31,Medium,No,7,3732.63,1630979.64,595391.81,-1035587.83,Good,North
1289,Uttar Pradesh,Kanpur,2021,Kharif,Soybean,340.13,554.41,1.63,2254.1,11.7,90.6,Black,Rain-fed,27959.86,3581.66,Small,No,2,4175.2,9038103.9,2314772.63,-6723331.27,Good,North
1290,Gujarat,Vadodara,2023,Rabi,Potato,255.21,6666.09,26.12,2670.8,27.1,59.7,Laterite,Sprinkler,32120.37,2175.8,Medium,No,12,1370.29,11267552.07,9134476.47,-2133075.6,Good,West
1291,Madhya Pradesh,Gwalior,2025,Zaid,Onion,439.21,11955.3,27.22,2373.6,26.7,57.3,Sandy,Rain-fed,34871.06,1720.18,Small,No,4,1447.63,19266951.16,17306850.94,-1960100.22,Excellent,Central
1292,Karnataka,Belagavi,2021,Whole Year,Sugarcane,38.94,3429.45,88.07,1990.0,17.3,69.8,Black,Canal,5064.89,58.86,Large,No,23,317.26,2892569.65,1088027.31,-1804542.34,Good,South
1293,Madhya Pradesh,Jabalpur,2022,Kharif,Soybean,263.14,418.39,1.59,2006.0,22.8,47.4,Red,Drip,42388.88,639.82,Small,No,1,4361.7,4073051.73,1824891.66,-2248160.07,Good,Central
1294,Odisha,Puri,2019,Rabi,Wheat,368.07,1549.57,4.21,2285.0,22.7,53.7,Black,Tube Well,50249.24,2788.64,Medium,No,9,2396.17,7936231.67,3713033.15,-4223198.52,Excellent,East
1295,Assam,Dibrugarh,2021,Rabi,Potato,393.99,7864.04,19.96,1004.7,20.7,55.9,Black,Tube Well,51217.55,3201.96,Small,No,3,1376.44,24424357.98,10824379.22,-13599978.76,Average,Northeast
1296,Telangana,Karimnagar,2020,Rabi,Potato,370.45,8090.63,21.84,1095.0,31.0,50.0,Sandy,Tube Well,18334.28,3297.61,Medium,No,4,1384.0,21199944.55,11197431.92,-10002512.63,Good,South
1297,Gujarat,Rajkot,2018,Kharif,Soybean,419.25,771.42,1.84,1324.8,42.0,25.4,Black,Sprinkler,20716.22,4457.62,Small,No,3,3984.55,8747179.17,3073761.56,-5673417.61,Good,West
1298,Tamil Nadu,Tiruchirappalli,2019,Whole Year,Sugarcane,366.88,22331.99,60.87,1420.1,40.3,86.2,Black,Drip,31487.11,1426.07,Small,No,2,371.63,25328370.18,8299237.44,-17029132.74,Average,South
1299,Telangana,Warangal,2023,Rabi,Wheat,207.4,1049.44,5.06,1489.3,13.3,27.2,Red,Sprinkler,10513.04,1745.78,Small,No,3,1917.36,7510500.68,2012154.28,-5498346.4,Average,South
1300,Bihar,Bhagalpur,2019,Kharif,Soybean,475.48,1036.55,2.18,1157.6,15.9,29.5,Sandy,Tube Well,40844.48,5061.52,Medium,Yes,12,4667.91,12037960.57,4838522.11,-7199438.46,Excellent,East
1301,Uttar Pradesh,Varanasi,2024,Kharif,Soybean,404.02,965.61,2.39,420.7,26.1,80.6,Red,Drip,46593.68,4592.54,Small,No,5,4262.2,9064275.89,4115622.94,-4948652.95,Good,North
1302,West Bengal,Kolkata,2018,Kharif,Cotton,409.74,180.29,0.44,468.7,31.2,85.3,Alluvial,Drip,22286.37,3151.28,Small,No,2,6956.15,20968359.21,1254124.28,-19714234.93,Poor,East
1303,West Bengal,Kolkata,2020,Rabi,Wheat,78.21,278.43,3.56,2971.4,20.4,52.1,Red,Drip,4046.48,837.57,Small,No,1,2371.36,2015714.15,660257.76,-1355456.39,Excellent,East
1304,Punjab,Patiala,2022,Whole Year,Rice,221.03,731.61,3.31,2691.7,31.6,91.0,Laterite,Sprinkler,27838.2,957.92,Medium,No,10,2019.0,8655183.01,1477120.59,-7178062.42,Good,North
1305,Bihar,Bhagalpur,2023,Rabi,Mustard,60.72,122.05,2.01,1833.1,13.4,52.5,Sandy,Tube Well,4697.67,162.71,Small,No,5,5100.83,1338081.43,622556.3,-715525.13,Excellent,East
1306,Haryana,Panipat,2024,Rabi,Potato,9.62,304.76,31.68,2564.5,35.4,70.9,Red,Sprinkler,565.27,87.93,Small,Yes,5,1663.84,408961.21,507071.88,98110.67,Good,North
1307,Rajasthan,Udaipur,2020,Kharif,Pulses,417.99,401.27,0.96,523.4,28.5,70.5,Laterite,Tube Well,63512.88,3675.21,Medium,Yes,7,6470.56,7663229.72,2596441.61,-5066788.11,Poor,North
1308,Telangana,Nizamabad,2025,Kharif,Maize,276.08,1214.75,4.4,557.9,11.1,96.8,Clay,Rain-fed,46326.68,1087.93,Small,No,2,1452.45,5709125.78,1764363.64,-3944762.14,Good,South
1309,Haryana,Hisar,2023,Rabi,Wheat,168.0,821.52,4.89,1060.4,44.9,90.8,Clay,Canal,23336.81,440.43,Medium,No,4,2283.61,3492807.49,1876031.29,-1616776.2,Good,North
1310,Uttar Pradesh,Kanpur,2022,Whole Year,Rice,391.8,1825.79,4.66,864.1,43.4,51.9,Sandy,Sprinkler,17957.03,2889.64,Small,Yes,5,2544.32,12384657.08,4645394.01,-7739263.07,Excellent,North
1311,West Bengal,Durgapur,2021,Kharif,Rice,450.39,1752.02,3.89,1351.1,14.7,61.2,Laterite,Tube Well,50088.9,2979.31,Medium,No,10,1988.08,19468761.72,3483155.92,-15985605.8,Good,East
1312,Odisha,Cuttack,2019,Kharif,Cotton,329.84,178.11,0.54,2666.6,14.8,67.3,Black,Canal,50106.33,3479.65,Medium,Yes,8,6964.89,15382163.82,1240516.56,-14141647.26,Good,East
1313,Assam,Guwahati,2018,Kharif,Cotton,104.45,61.63,0.59,843.4,44.8,66.9,Alluvial,Drip,12368.63,1196.8,Medium,No,5,5519.23,5245685.5,340150.14,-4905535.36,Average,Northeast
1314,Rajasthan,Jodhpur,2022,Kharif,Bajra,280.84,671.21,2.39,2876.2,24.3,37.2,Black,Tube Well,24262.71,963.76,Medium,No,4,1884.7,3526922.13,1265029.49,-2261892.64,Good,North
1315,Tamil Nadu,Salem,2024,Kharif,Tomato,190.62,5611.85,29.44,583.7,37.1,95.1,Sandy,Drip,30912.71,523.7,Large,No,10,1688.18,9317011.34,9473812.93,156801.59,Good,South
1316,Madhya Pradesh,Jabalpur,2021,Whole Year,Rice,449.24,1383.66,3.08,2209.7,33.9,86.5,Laterite,Rain-fed,58167.33,2931.83,Medium,No,9,2061.2,13196972.01,2851999.99,-10344972.02,Poor,Central
1317,West Bengal,Durgapur,2023,Kharif,Tomato,168.03,3535.35,21.04,681.9,42.8,45.8,Alluvial,Sprinkler,20828.67,461.25,Small,No,3,1398.68,10251071.75,4944823.34,-5306248.41,Average,East
1318,Telangana,Hyderabad,2022,Rabi,Jowar,342.27,400.46,1.17,1386.9,36.6,87.1,Clay,Canal,51541.5,2672.1,Small,No,3,1929.19,4639787.17,772563.43,-3867223.74,Average,South
1319,Bihar,Bhagalpur,2024,Whole Year,Sugarcane,306.08,22836.63,74.61,789.0,35.3,93.1,Black,Tube Well,53183.81,1487.73,Small,No,1,319.6,20711469.55,7298586.95,-13412882.6,Excellent,East
1320,Bihar,Bhagalpur,2025,Rabi,Pulses,87.1,58.36,0.67,914.2,29.0,79.6,Alluvial,Tube Well,5525.19,452.68,Medium,No,12,6915.73,1424863.61,403602.0,-1021261.61,Average,East
1321,Haryana,Sirsa,2018,Whole Year,Sugarcane,397.02,23638.57,59.54,114.5,39.3,46.7,Red,Rain-fed,57442.9,2033.54,Large,No,25,290.43,29314695.19,6865349.89,-22449345.3,Average,North
1322,Gujarat,Ahmedabad,2023,Kharif,Cotton,446.36,285.67,0.64,1505.2,19.4,79.8,Laterite,Drip,48835.43,682.42,Small,No,3,6248.1,14093443.3,1784894.73,-12308548.57,Good,West
1323,Uttar Pradesh,Varanasi,2023,Rabi,Groundnut,369.7,513.88,1.39,1553.8,35.8,33.7,Black,Sprinkler,64985.5,3308.52,Medium,No,7,5335.62,12168095.25,2741868.41,-9426226.84,Average,North
1324,Karnataka,Belagavi,2023,Kharif,Jowar,45.58,43.3,0.95,853.5,43.0,49.7,Laterite,Tube Well,3526.95,420.81,Small,No,1,2081.83,834175.99,90143.24,-744032.75,Good,South
1325,Bihar,Darbhanga,2019,Rabi,Barley,228.59,461.75,2.02,1760.5,34.1,43.9,Alluvial,Tube Well,34129.71,1081.14,Medium,No,8,1809.96,3835381.35,835749.03,-2999632.32,Poor,East
1326,Bihar,Gaya,2023,Kharif,Pulses,136.78,123.1,0.9,2362.4,30.4,22.9,Black,Sprinkler,11716.59,1228.03,Small,No,2,6596.62,2059794.1,812043.92,-1247750.18,Poor,East
1327,Gujarat,Bhavnagar,2025,Kharif,Pulses,51.82,75.66,1.46,606.7,14.9,20.2,Sandy,Sprinkler,7642.18,541.24,Small,No,2,5746.15,680165.12,434753.71,-245411.41,Excellent,West
1328,Andhra Pradesh,Nellore,2025,Rabi,Wheat,332.33,1375.85,4.14,1966.0,26.2,88.7,Alluvial,Tube Well,58002.15,1211.11,Small,No,3,2216.54,9540402.97,3049626.56,-6490776.41,Good,South
1329,Rajasthan,Udaipur,2023,Rabi,Groundnut,52.83,99.32,1.88,2220.6,27.1,27.6,Sandy,Sprinkler,8588.84,270.23,Small,No,2,4856.68,1171162.39,482365.46,-688796.93,Good,North
1330,Rajasthan,Kota,2018,Kharif,Tomato,243.51,8060.18,33.1,1150.2,27.6,72.3,Laterite,Canal,15037.66,2648.7,Small,No,1,1709.7,14456960.22,13780489.75,-676470.47,Excellent,North
1331,West Bengal,Durgapur,2025,Whole Year,Rice,10.1,26.66,2.64,1819.4,44.2,70.7,Black,Sprinkler,1435.56,64.84,Medium,No,7,2181.94,277646.08,58170.52,-219475.56,Average,East
1332,Rajasthan,Bikaner,2023,Kharif,Rice,250.16,885.57,3.54,1267.0,14.3,22.0,Sandy,Rain-fed,13535.71,464.34,Small,No,1,2030.58,8447049.86,1798220.73,-6648829.13,Excellent,North
1333,Gujarat,Vadodara,2022,Rabi,Barley,244.95,695.66,2.84,2838.1,20.9,74.4,Laterite,Drip,13564.81,2395.46,Medium,No,12,1885.33,5935987.36,1311548.67,-4624438.69,Good,West
1334,Gujarat,Surat,2023,Kharif,Cotton,243.92,165.87,0.68,2407.2,34.6,67.5,Black,Rain-fed,11730.36,587.59,Small,No,1,6934.08,8723091.02,1150155.85,-7572935.17,Excellent,West
1335,Haryana,Hisar,2018,Rabi,Wheat,95.59,453.1,4.74,998.7,27.2,44.8,Sandy,Drip,9607.74,990.48,Large,No,28,2048.43,3234312.44,928143.63,-2306168.81,Average,North
1336,West Bengal,Durgapur,2018,Kharif,Cotton,332.43,239.35,0.72,762.1,22.7,70.3,Alluvial,Tube Well,51169.71,1757.94,Small,No,3,5362.95,18214359.99,1283622.08,-16930737.91,Excellent,East
1337,Assam,Jorhat,2022,Rabi,Potato,71.6,1898.12,26.51,1232.0,42.9,28.3,Red,Drip,12456.11,699.13,Small,No,2,1057.82,3205675.27,2007869.3,-1197805.97,Excellent,Northeast
1338,Assam,Guwahati,2025,Rabi,Onion,421.61,10713.11,25.41,1243.5,36.5,45.5,Alluvial,Sprinkler,39148.99,2148.24,Small,No,3,1264.21,24501172.96,13543620.79,-10957552.17,Excellent,Northeast
1339,Haryana,Sirsa,2023,Rabi,Wheat,191.64,693.74,3.62,153.0,21.8,24.6,Sandy,Tube Well,10355.73,1441.94,Small,No,4,2107.79,6524539.69,1462258.23,-5062281.46,Good,North
1340,Assam,Dibrugarh,2025,Rabi,Wheat,191.62,436.89,2.28,316.1,33.2,39.5,Red,Sprinkler,14826.56,317.38,Small,No,2,2125.02,6976027.46,928399.99,-6047627.47,Excellent,Northeast
1341,Punjab,Bathinda,2025,Rabi,Mustard,460.15,676.42,1.47,2223.7,10.4,53.7,Clay,Rain-fed,46460.74,5376.65,Small,No,2,4888.56,8159271.84,3306719.76,-4852552.08,Good,North
1342,Telangana,Karimnagar,2019,Kharif,Pulses,93.59,59.9,0.64,917.6,28.3,61.3,Sandy,Canal,12349.0,199.6,Small,No,1,5565.47,1897172.41,333371.65,-1563800.76,Good,South
1343,Odisha,Rourkela,2023,Zaid,Onion,129.09,2006.06,15.54,1807.6,12.9,23.0,Clay,Drip,16173.9,158.1,Medium,No,4,2154.83,6839569.45,4322718.27,-2516851.18,Poor,East
1344,Telangana,Hyderabad,2021,Whole Year,Sugarcane,168.81,10445.96,61.88,2887.9,25.8,24.2,Sandy,Canal,24179.5,862.86,Medium,No,12,294.22,12770542.98,3073410.35,-9697132.63,Poor,South
1345,Karnataka,Belagavi,2020,Rabi,Wheat,461.21,1231.43,2.67,2713.9,35.5,82.5,Alluvial,Drip,44374.89,478.7,Small,No,1,2130.24,13458473.61,2623241.44,-10835232.17,Average,South
1346,Maharashtra,Kolhapur,2018,Kharif,Maize,100.29,450.3,4.49,2292.4,39.0,35.4,Sandy,Canal,4071.44,499.74,Small,No,1,1588.01,2279893.28,715080.9,-1564812.38,Good,West
1347,Andhra Pradesh,Visakhapatnam,2023,Rabi,Wheat,438.16,1498.51,3.42,2731.3,36.8,32.0,Sandy,Drip,29144.55,3191.96,Small,No,5,2223.92,13229235.48,3332566.36,-9896669.12,Excellent,South
1348,Madhya Pradesh,Jabalpur,2025,Rabi,Wheat,464.54,1467.95,3.16,177.8,11.1,52.9,Laterite,Canal,76674.76,2015.23,Small,No,4,1802.89,10070301.86,2646552.38,-7423749.48,Average,Central
1349,Tamil Nadu,Coimbatore,2023,Kharif,Cotton,224.66,80.88,0.36,1716.3,36.7,52.3,Laterite,Rain-fed,35963.4,247.86,Small,No,5,6598.08,9295568.76,533652.71,-8761916.05,Average,South
1350,Odisha,Cuttack,2019,Kharif,Pulses,380.39,262.47,0.69,866.2,37.7,79.9,Clay,Rain-fed,32967.01,3539.24,Small,No,3,5290.78,4565905.97,1388671.03,-3177234.94,Average,East
1351,Assam,Nagaon,2018,Rabi,Barley,350.75,1241.65,3.54,729.9,14.1,27.4,Alluvial,Rain-fed,14989.2,1666.05,Small,No,4,1797.18,8238100.39,2231468.55,-6006631.84,Average,Northeast
1352,Rajasthan,Bikaner,2022,Zaid,Onion,207.36,2459.29,11.86,1503.9,44.8,57.8,Alluvial,Rain-fed,18805.07,1743.84,Small,No,2,1565.26,11354250.09,3849428.27,-7504821.82,Good,North
1353,Gujarat,Bhavnagar,2021,Whole Year,Sugarcane,134.91,8642.33,64.06,689.3,10.4,60.6,Clay,Rain-fed,15376.97,652.64,Small,No,4,352.36,12028110.85,3045211.4,-8982899.45,Good,West
1354,Odisha,Sambalpur,2019,Kharif,Cotton,465.81,270.17,0.58,1911.9,40.2,90.7,Laterite,Rain-fed,57508.94,2865.78,Medium,No,10,5288.63,16569107.65,1428829.17,-15140278.48,Good,East
1355,Uttar Pradesh,Agra,2019,Rabi,Pulses,28.53,22.82,0.8,1137.0,14.6,67.8,Red,Drip,3780.12,38.72,Small,No,2,5718.55,389138.77,130497.31,-258641.46,Good,North
1356,Bihar,Gaya,2018,Rabi,Onion,108.62,1671.66,15.39,911.8,10.8,52.1,Clay,Canal,17035.16,1246.01,Small,No,3,1820.03,5648378.34,3042471.35,-2605906.99,Excellent,East
1357,Andhra Pradesh,Guntur,2020,Kharif,Cotton,219.39,111.89,0.51,507.7,20.7,30.9,Alluvial,Drip,23592.14,2233.63,Small,No,3,5507.62,11439988.71,616247.6,-10823741.11,Average,South
1358,Maharashtra,Kolhapur,2025,Zaid,Onion,123.46,2133.39,17.28,2285.0,38.0,82.7,Alluvial,Drip,11197.25,1431.39,Large,No,10,1321.18,7328667.5,2818592.2,-4510075.3,Average,West
1359,Maharashtra,Nagpur,2023,Kharif,Soybean,240.36,569.65,2.37,1696.9,32.3,55.7,Laterite,Canal,32454.12,351.52,Medium,No,6,3622.34,6379221.48,2063465.98,-4315755.5,Average,West
1360,Punjab,Ludhiana,2023,Rabi,Jowar,482.26,1157.42,2.4,2349.5,33.2,63.2,Laterite,Tube Well,54701.64,3050.0,Large,No,16,2078.46,8196818.03,2405651.17,-5791166.86,Excellent,North
1361,Uttar Pradesh,Meerut,2023,Zaid,Onion,87.67,1743.76,19.89,2032.9,23.7,44.0,Laterite,Canal,6384.45,820.82,Small,No,4,905.84,3778974.57,1579567.56,-2199407.01,Average,North
1362,Uttar Pradesh,Varanasi,2025,Whole Year,Sugarcane,342.7,17097.3,49.89,2075.2,35.6,72.5,Black,Canal,48403.7,2186.45,Small,No,1,319.83,27824872.53,5468229.46,-22356643.07,Average,North
1363,Telangana,Hyderabad,2018,Kharif,Tomato,203.49,4692.48,23.06,1985.7,10.6,27.8,Red,Rain-fed,27538.8,1481.95,Small,No,1,998.76,14294332.21,4686661.32,-9607670.89,Good,South
1364,Tamil Nadu,Madurai,2022,Rabi,Potato,101.63,2138.3,21.04,2861.8,15.0,39.0,Sandy,Drip,9726.55,892.25,Small,Yes,1,1666.22,7046485.3,3562878.23,-3483607.07,Good,South
1365,Uttar Pradesh,Agra,2025,Rabi,Wheat,371.02,1365.35,3.68,389.2,32.2,20.6,Alluvial,Canal,52362.56,2678.93,Small,No,4,2201.59,7605449.26,3005940.91,-4599508.35,Excellent,North
1366,Haryana,Sirsa,2020,Kharif,Rice,424.34,1447.0,3.41,1123.2,18.3,76.4,Sandy,Rain-fed,66981.56,4304.82,Medium,No,11,1909.84,14898754.49,2763538.48,-12135216.01,Good,North
1367,Haryana,Rohtak,2023,Rabi,Mustard,405.47,652.81,1.61,2426.0,32.6,26.7,Sandy,Drip,71485.73,4437.63,Small,No,4,4363.24,9160424.44,2848366.7,-6312057.74,Poor,North
1368,Maharashtra,Nagpur,2022,Rabi,Jowar,413.54,434.22,1.05,477.8,31.0,61.4,Sandy,Drip,56669.08,1222.42,Medium,No,11,2009.33,5109842.65,872491.27,-4237351.38,Poor,West
1369,Gujarat,Vadodara,2025,Rabi,Maize,149.24,417.87,2.8,2661.7,40.1,69.8,Laterite,Tube Well,16320.44,1140.14,Large,No,13,1502.54,3534810.36,627866.39,-2906943.97,Poor,West
